title,description,link,guid
"Low impact fitness and pilates","Thursday, August 3, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgAKTeEdCyjiab3IBLYwy92R.jpg"" title=""Low impact fitness and pilates"" alt=""Low impact fitness and pilates"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Easy movement and fitness exercises including a warm-up, strength, pilates and warm down. Bring a yoga mat. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jen&#39;s Outdoor Gym on 0410 010 316. <br/><b>Meeting point</b>:&nbsp;At the furthest eastern end of the park near the canoe club and scout hall, just near the car park. <br/><b>Requirements</b>:&nbsp;Yoga mat, small dumbbells optional <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=260006&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Graceville Riverside Parklands, Graceville</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.524517,152.99372(Graceville+Riverside+Parklands%2c+Graceville)"" target=""_blank"">Graceville Riverside Parklands, 242 Graceville Avenue, Graceville</a> <br/><b>Boat ramp facilities</b>:&nbsp;Canoe ramp, Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Simpsons Playground Canoe Ramp,  Status: open,  Simpsons Playground Pontoon,  Status: open <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977855,
"Low impact fitness and pilates",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977855,,"Bookings essential. Easy movement and fitness exercises including a warm-up, strength, pilates and warm down. Bring a yoga mat."
"Hot hula fitness®","Thursday, August 3, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgC02QnZqRghD98XISYFjSEO.jpg"" title=""Hot hula fitness®"" alt=""Hot hula fitness®"" width=""132"" height=""79"" /><br/><br/>Inspired by the dances of the Pacific Islands, hot hula fitness provides a total body workout. Core focused, easy to follow moves, suitable for all ages and fitness levels and no equipment is needed. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Lelani on 0405 569 094. <br/><b>Meeting point</b>:&nbsp;By the basketball court. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=288809&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Calamvale District Park, Calamvale</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.62119061,153.0391036(Calamvale+District+Park%2c+Calamvale)"" target=""_blank"">Calamvale District Park, 31 Formby Street, Calamvale</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977846,
"Hot hula fitness®",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977846,,"Inspired by the dances of the Pacific Islands, hot hula fitness provides a total body workout. Core focused, easy to follow moves, suitable for all ages and fitness levels and no equipment is needed."
"Stretch and tone","Thursday, August 3, 2017, 10:30&nbsp;&ndash;&nbsp;11:30am <br/><br/><img src=""http://www.trumba.com/i/DgAKnVtxDwFXIeZqMK6EfZcs.jpg"" title=""Stretch and tone"" alt=""Stretch and tone"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Tone and strengthen overall body and core muscles using park gym equipment, weights and bands with added focus on mat-based stretching to leave feeling relaxed and rejuvenated. Fantastic river views. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jill at FitLiving on 0431 778 513. <br/><b>Meeting point</b>:&nbsp;Picnic shelter near the river <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=222071&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Bulimba Riverside Park, Bulimba</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.453922,153.053949(Bulimba+Riverside+Park%2c+Bulimba)"" target=""_blank"">Bulimba Riverside Park, 57 Addison Avenue, Bulimba</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977868,
"Stretch and tone",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977868,,"Bookings essential. Tone and strengthen overall body and core muscles using park gym equipment, weights and bands with added focus on mat-based stretching to leave feeling relaxed and rejuvenated. Fantastic river views."
Pilates,"Thursday, August 3, 2017, 12&nbsp;&ndash;&nbsp;1pm <br/><br/><img src=""http://www.trumba.com/i/DgDE8WxaO4FAJOiksznXb1aI.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Lorraine at Precision Pilates on 0438 736 036. <br/><b>Meeting point</b>:&nbsp;Near the playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=472399&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">The Beirne Park, Hendra</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.418901,153.06855(The+Beirne+Park%2c+Hendra)"" target=""_blank"">The Beirne Park, 77 Gerler Road, Hendra</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977877,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977877,,"Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises."
"Fun soccer coaching","Drevesan Park, 352 Upper Esplanade, Manly <br/>Thursday, August 3, 2017, 3:30&nbsp;&ndash;&nbsp;4:30pm <br/><br/><img src=""http://www.trumba.com/i/DgDBjopSzEKefzHqtGp2Zrpq.jpg"" title=""Fun soccer coaching"" alt=""Fun soccer coaching"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Fun, safe, soccer games using balls, goals and cones. This is the perfect mix of fun physical activity and instruction that is sure to please all. Suitable for 5-10 years of age. <br/><br/><b>Age range</b>:&nbsp;Kids <br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book visit <a href=""http://www.gingersport.com.au/active-parks-"" target=""_blank"">Ginger Sports </a>or for more information phone 3890 3338. <br/><b>Meeting point</b>:&nbsp;Near the scout hall <br/><b>Requirements</b>:&nbsp;Closed in shoes <br/><b>Age</b>:&nbsp;5-10 years <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977886,
"Fun soccer coaching",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977886,,"Bookings essential. Fun, safe, soccer games using balls, goals and cones. This is the perfect mix of fun physical activity and instruction that is sure to please all. Suitable for 5-10 years of age."
"Hot Hula dance fitness","Thursday, August 3, 2017, 5:30&nbsp;&ndash;&nbsp;6:30pm <br/><br/><img src=""http://www.trumba.com/i/DgASoa-gmRXQu7icJYaHj7VP.jpg"" title=""Hot Hula dance fitness"" alt=""Hot Hula dance fitness"" width=""132"" height=""79"" /><br/><br/>This is a fun, new and exciting &quot;total body&quot; dance workout inspired by the dances of the Pacific Islands. It provides a total body workout with easy to follow moves suitable for all ages and fitness levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Lelani on 0405 569 094. <br/><b>Meeting point</b>:&nbsp;South Bank Piazza. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=464155&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">South Bank Parklands</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.478191,153.022929(South+Bank+Parklands)"" target=""_blank"">South Bank Parklands, Corner Ernest Street, Stanley Street and Grey Street, South Brisbane</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978579,
"Hot Hula dance fitness",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978579,,"This is a fun, new and exciting ""total body"" dance workout inspired by the dances of the Pacific Islands. It provides a total body workout with easy to follow moves suitable for all ages and fitness levels."
Pilates,"Thursday, August 3, 2017, 5:30&nbsp;&ndash;&nbsp;6:30pm <br/><br/><img src=""http://www.trumba.com/i/DgDP-7BldaFeDCsngj3A515H.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sharon at Precision Pilates on 0439 996 049. <br/><b>Meeting point</b>:&nbsp;Near the car park <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221600&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Decker Park, Brighton</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.286047,153.063747(Decker+Park%2c+Brighton)"" target=""_blank"">Decker Park, 18 Twenty-Fifth Avenue, Brighton</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978386,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123978386,,"Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises."
Pilates,"Thursday, August 3, 2017, 5:30&nbsp;&ndash;&nbsp;6:15pm <br/><br/><img src=""http://www.trumba.com/i/DgD3a-WgK0upII9loDrUHuCZ.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages and options will be provided for all levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sandra on 0422 526 924. <br/><b>Meeting point</b>:&nbsp;Near the picnic table to the right of the dog park, access off Moreton Street. <br/><b>Requirements</b>:&nbsp;Yoga mat or towel. <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221650&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Neal Macrossan Playground Park, Paddington</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.462786,153.010822(Neal+Macrossan+Playground+Park%2c+Paddington)"" target=""_blank"">Neal Macrossan Playground Park, 14 Caroline Street, Paddington</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977890,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977890,,"A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages and options will be provided for all levels."
Pilates,"Friday, August 4, 2017, 6:30&nbsp;&ndash;&nbsp;7:30am <br/><br/><img src=""http://www.trumba.com/i/DgDET0gY-pw4UiS%2AkruScJyW.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sharon at Precision Pilates on 0439 996 049. <br/><b>Meeting point</b>:&nbsp;By the toilets <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221571&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Arthur Davis Park</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=Flinders+Pde%2c+Sandgate%2c+QLD+4017"" target=""_blank"">Arthur Davis Park, Flinders Parade, Sandgate</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977900,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977900,,"Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises."
"The gentle workout","Friday, August 4, 2017, 9&nbsp;&ndash;&nbsp;10am <br/><br/><img src=""http://www.trumba.com/i/DgAtLSb0CNM40JxbNjnFihGV.jpg"" title=""The gentle workout"" alt=""The gentle workout"" width=""132"" height=""79"" /><br/><br/>This session is suitable for those who don&#39;t like a fast paced exercise. You still get a great all over body workout but just in a more slow and gentle style. We will be focusing on flexibility, improving your endurance, gaining strength, posture, alignment, range of motion and strengthening the core. Performed together, these exercises will not only improve how your body looks but also its functionality. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Paula on 0452 625 961. <br/><b>Meeting point</b>:&nbsp;Near the toilet block <br/><b>Age</b>:&nbsp;13 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=222095&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Mulbeam Park, Boondall</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.351796,153.05337(Mulbeam+Park%2c+Boondall)"" target=""_blank"">Mulbeam Park, 131 Beams Road, Boondall</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977910,
"The gentle workout",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977910,,"This session is suitable for those who don't like a fast paced exercise. You still get a great all over body workout but just in a more slow and gentle style. We will be focusing on flexibility, improving your endurance, gaining strength, posture, alignment, range of motion and strengthening the core. Performed together, these exercises will not only improve how your body looks but also its functionality."
"Fit mums strength and core","Friday, August 4, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgBU0AqAX643dHIESHzy-adt.jpg"" title=""Fit mums strength and core"" alt=""Fit mums strength and core"" width=""132"" height=""79"" /><br/><br/>An exercise class that includes a mix of cardio, strength and core stability work. Mums, dads and bubs welcome. Bring a towel, no bookings required. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Debbie at Mums-ercise on 0407 146 605. <br/><b>Meeting point</b>:&nbsp;Near the picnic shelters and kids playground, off Meadowlands Rd, Tingalpa <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221642&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Meadowlands Picnic Ground Park, Tingalpa</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4915907,153.1216737(Meadowlands+Picnic+Ground+Park%2c+Tingalpa)"" target=""_blank"">Meadowlands Picnic Ground Park, 184 Stanton Road, Tingalpa</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977920,
"Fit mums strength and core",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977920,,"An exercise class that includes a mix of cardio, strength and core stability work. Mums, dads and bubs welcome. Bring a towel, no bookings required."
"Fit for mums and dads","Friday, August 4, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgAgUHQlsEw4CgBwoTMUVy0M.jpg"" title=""Fit for mums and dads"" alt=""Fit for mums and dads"" width=""132"" height=""79"" /><br/><br/>Improve your strength, cardio and core with functional and fun exercise. Bring the kiddies along and burn a few calories, all fitness levels welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Tanya from Active As on 0433 215 303. <br/><b>Meeting point</b>:&nbsp;By the playground <br/><b>Requirements</b>:&nbsp;Exercise mat <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=222087&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Jindalee Boat Ramp Park, Jindalee</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.52886,152.930024(Jindalee+Boat+Ramp+Park%2c+Jindalee)"" target=""_blank"">Jindalee Boat Ramp Park, 99 Mt Ommaney Drive, Jindalee</a> <br/><b>Boat ramp facilities</b>:&nbsp;Canoe ramp, Double boat ramp, Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Jindalee Boat Ramp (-27.52949568, 152.9286555),  Status: closed - The Jindalee boat ramp will be closed from Monday 10 July 2017 until September 2017 for upgrades. Find out more about the <a href=""https://www.brisbane.qld.gov.au/facilities-recreation/sports-leisure/boating-canoeing-fishing/boat-ramps-canoe-ramps-pontoons/jindalee-boat-ramp-upgrade"" target=""_blank"">Jindalee Boat Ramp upgrades</a>.&#160;,   Mt Ommaney Drive Canoe Ramp,  Status: open,   Jindalee Pontoon,  Status: open <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977930,
"Fit for mums and dads",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977930,,"Improve your strength, cardio and core with functional and fun exercise. Bring the kiddies along and burn a few calories, all fitness levels welcome."
Pilates,"Friday, August 4, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgDE8WxaO4FAJOiksznXb1aI.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Sharon at Precision Pilates on 0439 996 049. <br/><b>Meeting point</b>:&nbsp;By the gazebo <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221659&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Oriel Park, Ascot</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4292871732,153.057679781(Oriel+Park%2c+Ascot)"" target=""_blank"">Oriel Park, 14 Alexandra Road, Ascot</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977940,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977940,,"Pilates simultaneously strengthens and stretches muscles of the spine, pelvis and abdominals through mat based exercises."
"Get fit for life","Friday, August 4, 2017, 10&nbsp;&ndash;&nbsp;11am <br/><br/><img src=""http://www.trumba.com/i/DgAcO0Y-FrxWWsTG8Miinfog.jpg"" title=""Get fit for life"" alt=""Get fit for life"" width=""132"" height=""79"" /><br/><br/>Bookings essential. The aim is to get positive results, which means first working hard, then feeling good and most importantly, having fun doing it. We train with variety, that is exercising using, aerobics, anaerobic, which promote fat burning, and body toning exercises that shape, strengthen, and sculpt the body. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Cain at The Community Place on 0415 475 850. <br/><b>Meeting point</b>:&nbsp;Middle of Roseliegh Street park entrance <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=244028&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Melrose Park, Wooloowin</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=Rose+St+%26+Roseleigh+St%2c+Wooloowin%2c+QLD+4030"" target=""_blank"">Melrose Park, Rose and Roseleigh Streets, Wooloowin</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977951,
"Get fit for life",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977951,,"Bookings essential. The aim is to get positive results, which means first working hard, then feeling good and most importantly, having fun doing it. We train with variety, that is exercising using, aerobics, anaerobic, which promote fat burning, and body toning exercises that shape, strengthen, and sculpt the body."
"Twinkle twinkle little star","Friday, August 4, 2017, 10am&nbsp;&ndash;&nbsp;12pm <br/><br/><img src=""http://www.trumba.com/i/DgDaokshelAuGRTqbNW1jfpI.jpg"" title=""Twinkle twinkle little star"" alt=""Twinkle twinkle little star"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Come along to this fun workshop where little ones can get active and healthy acting out some of their favourite nursery rhymes and playing some fun and funky star-themed games that will stretch the body and imagination. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Bookings essential. To book visit <a href=""http://www.bazilgrumble.com/hidden-pages/event-registration/"" target=""_blank"">Bazil Grumble</a>&#160;or for more information phone 0411 246 487. <br/><b>Meeting point</b>:&nbsp;At the playground <br/><b>Requirements</b>:&nbsp;Sun protection, fully enclosed shoes, insect repellent and drinking water. <br/><b>Age</b>:&nbsp;3-5 years <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221628&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Kalinga Park, Kalinga</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.408746,153.054116(Kalinga+Park%2c+Kalinga)"" target=""_blank"">Kalinga Park, 48 Kalinga Street, Kalinga</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123793139,
"Twinkle twinkle little star",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123793139,,"Bookings essential. Come along to this fun workshop where little ones can get active and healthy acting out some of their favourite nursery rhymes and playing some fun and funky star-themed games that will stretch the body and imagination."
"Boxing for mums or dads","Friday, August 4, 2017, 10:30&nbsp;&ndash;&nbsp;11:30am <br/><br/><img src=""http://www.trumba.com/i/DgBx6Bqd%2AaQdhVpbtaDGBfRE.jpg"" title=""Boxing for mums or dads"" alt=""Boxing for mums or dads"" width=""132"" height=""83"" /><br/><br/>A great cardio and fat blasting exercise that will rapidly improve your fitness. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Fitness 4 U on 0412 552 885. <br/><b>Meeting point</b>:&nbsp;Near the War Memorial <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=269803&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Walton Bridge Reserve, The Gap</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.447076,152.954108(Walton+Bridge+Reserve%2c+The+Gap)"" target=""_blank"">Walton Bridge Reserve, 941 Waterworks Road, The Gap</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977961,
"Boxing for mums or dads",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123977961,,"A great cardio and fat blasting exercise that will rapidly improve your fitness."
